ngram_id,ngram,lemmas,freq,probability
879,VMOD:the-DT SBJ:Structure-NP,the Structure,1,NA
880,NMOD:the-DT NMOD:Encyclopaedia-NP,the Encyclopaedia,1,NA
881,NMOD:the-DT NMOD:human-JJ,the human,1,NA
882,NMOD:the-DT NMOD:vermiform-JJ,the vermiform,1,NA
883,NMOD:the-DT SBJ:appendix-NN,the appendix,1,NA
884,NMOD:the-DT NMOD:market-NN,the market,1,NA
885,NMOD:the-DT ROOT:godfather-NNS,the godfather,1,NA
886,NMOD:the-DT NMOD:downward-JJ,the downward,1,NA
887,SBJ:people-NNS COORD:donate-VV,people donate,1,NA
888,SBJ:people-NNS ADV:donate-VVP,people donate,1,NA
889,DEP:the-DT DEP:rich-JJR,the rich,1,NA
890,SBJ:people-NNS ROOT:give-VVP,people give,1,NA
891,SBJ:people-NNS VC:struggle-VVG,people struggle,1,NA
892,NMOD:the-DT SBJ:world-NN,the world,1,NA
893,DEP:people-NNS NMOD:regional-JJ,people regional,1,NA
894,SBJ:people-NNS OBJ:find-VVP,people find,2,NA
895,SBJ:people-NNS ROOT:open-VVD,people open,1,NA
896,NMOD:the-DT SBJ:charity-NN,the charity,4,NA
897,NMOD:the-DT NMOD:charity-NN,the charity,1,NA
898,OBJ:people-NNS NMOD:significant-JJ,people significant,1,NA
899,OBJ:people-NNS PMOD:constituency-NN,people constituency,1,NA
900,NMOD:people-NNS SBJ:adviser-NNS,people adviser,2,NA
901,NMOD:the-DT NMOD:tomorrow-NN,the tomorrow,1,NA
902,PMOD:people-NNS PMOD:Hastings-NP,people Hastings,1,NA
903,SBJ:people-NNS NMOD:successful-JJ,people successful,1,NA
904,NMOD:the-DT NMOD:professional-JJ,the professional,1,NA
905,SBJ:people-NNS COORD:reflect-VVP,people reflect,1,NA
906,PMOD:people-NNS SBJ:Wales-NP,people Wales,1,NA
907,PMOD:people-NNS PMOD:Wales-NP,people Wales,1,NA
908,NMOD:the-DT SBJ:art-NNS,the art,1,NA
909,SBJ:people-NNS OBJ:change-VV,people change,1,NA
910,COORD:people-NNS NMOD:learn-VVG,people learn,1,NA
911,NMOD:the-DT NMOD:annual-JJ,the annual,1,NA
912,COORD:people-NNS PMOD:art-NNS,people art,1,NA
913,VMOD:the-DT VMOD:Social-NP,the Social,1,NA
914,NMOD:the-DT SBJ:choice-NN,the choice,2,NA
915,DEP:the-DT DEP:DEGREES-NP,the DEGREES,1,NA
916,P:of-IN DEP:the-DT,of the,1,NA
917,DEP:the-DT P:FACULTY-NP,the FACULTY,1,NA
918,NMOD:the-DT NMOD:Ma-NP,the Ma,1,NA
919,NMOD:the-DT NMOD:principal-JJ,the principal,1,NA
920,NMOD:the-DT NMOD:ma-NN,the ma,1,NA
921,NMOD:the-DT NMOD:Honours-NP,the Honours,1,NA
922,NMOD:the-DT NMOD:three-year-JJ,the three-year,1,NA
923,VMOD:the-DT SBJ:Faculty-NP,the Faculty,2,NA
924,NMOD:the-DT NMOD:Faculty-NP,the Faculty,1,NA
925,NMOD:the-DT NMOD:appropriate-JJ,the appropriate,1,NA
926,SBJ:people-NNS OBJ:terminal-NN,people terminal,1,NA
927,SBJ:people-NNS VC:go-VV,people go,1,NA
928,NMOD:the-DT NMOD:hospice-NN,the hospice,1,NA
929,IOBJ:people-NNS NMOD:painful-JJ,people painful,1,NA
930,SBJ:people-NNS NMOD:come-VVP,people come,1,NA
931,NMOD:the-DT NMOD:modern-JJ,the modern,1,NA
932,NMOD:the-DT ADV:staff-NN,the staff,1,NA
933,NMOD:the-DT SBJ:atmosphere-NN,the atmosphere,2,NA
934,SBJ:people-NNS PRD:ill-JJ,people ill,1,NA
935,ROOT:the-DT VMOD:Department-NP,the Department,1,NA
936,NMOD:the-DT NMOD:standard-JJ,the standard,1,NA
937,DEP:the-DT VMOD:Information-NP,the Information,1,NA
938,ROOT:the-DT VMOD:Kitchen-NP,the Kitchen,1,NA
939,DEP:and-CC SBJ:Jas-NP,and Jas,1,NA
940,PMOD:people-NNS VMOD:like-IN,people like,1,NA
941,SBJ:people-NNS COORD:like-VVP,people like,1,NA
942,NMOD:the-DT NMOD:Basics-NP,the Basics,1,NA
943,NMOD:the-DT NMOD:colour-NN,the colour,1,NA
944,DEP:the-DT DEP:Basics-NP,the Basics,1,NA
945,NMOD:the-DT SBJ:z-1-NN,the z-1,1,NA
946,NMOD:the-DT SBJ:design-NN,the design,2,NA
947,ROOT:the-DT VMOD:Z-1-NP,the Z-1,1,NA
948,NMOD:the-DT SBJ:disorder-NN,the disorder,1,NA
949,NMOD:the-DT SBJ:area-NNS,the area,1,NA
950,NMOD:the-DT SBJ:blister-NNS,the blister,1,NA
951,NMOD:the-DT SBJ:virus-NN,the virus,3,NA
952,SBJ:people-NNS VC:come-VVN,people come,1,NA
953,SBJ:people-NNS NMOD:mild-JJ,people mild,1,NA
954,NMOD:the-DT SBJ:sore-NNS,the sore,2,NA
955,PMOD:people-NNS NMOD:HSV-NP,people HSV,1,NA
956,NMOD:the-DT SBJ:infection-NN,the infection,1,NA
957,NMOD:the-DT NMOD:body-NN,the body,1,NA
958,NMOD:the-DT SBJ:factor-NNS,the factor,1,NA
959,NMOD:the-DT SBJ:treatment-NN,the treatment,1,NA
960,NMOD:the-DT SBJ:development-NN,the development,1,NA
961,SBJ:people-NNS OBJ:reactivation-NNS,people reactivation,1,NA
962,NMOD:the-DT SBJ:review-NN,the review,1,NA
963,NMOD:the-DT NMOD:American-JJ,the American,1,NA
964,NMOD:the-DT NMOD:subscription-NN,the subscription,1,NA
965,NMOD:the-DT NMOD:book-NNS,the book,1,NA
966,NMOD:the-DT SBJ:contractor-NN,the contractor,1,NA
967,DEP:the-DT SBJ:new-JJ,the new,1,NA
968,NMOD:the-DT NMOD:advance-NN,the advance,1,NA
969,NMOD:the-DT SBJ:block-NN,the block,1,NA
970,VMOD:the-DT VMOD:relocate-VVN,the relocate,1,NA
971,NMOD:the-DT SBJ:facility-NN,the facility,1,NA
972,COORD:people-NNS PRD:enthusiastic-JJ,people enthusiastic,1,NA
973,PMOD:people-NNS ROOT:meet-VVD,people meet,1,NA
974,SBJ:people-NNS OBJ:respond-VVG,people respond,1,NA
975,"NMOD:the-DT SBJ:school,population-NN","the school,population",1,NA
976,NMOD:the-DT NMOD:S4-NP,the S4,1,NA
977,DEP:the-DT VMOD:Scriptwriters-NP,the Scriptwriters,1,NA
978,NMOD:the-DT NMOD:name-NNS,the name,1,NA
979,NMOD:the-DT NMOD:Scriptwriters-NP,the Scriptwriters,1,NA
980,NMOD:the-DT NMOD:six-CD,the six,1,NA
981,NMOD:the-DT NMOD:film4-JJ,the film4,1,NA
982,NMOD:the-DT NMOD:dreaded-JJ,the dreaded,1,NA
983,NMOD:the-DT SBJ:template-NN,the template,1,NA
984,NMOD:the-DT PMOD:complete-JJ,the complete,1,NA
985,P:the-DT ROOT:House-NP,the House,1,NA
986,NMOD:the-DT NMOD:parent-NNS,the parent,1,NA
987,CC:and-CC SBJ:Dante-NP,and Dante,1,NA
988,NMOD:the-DT SBJ:music-NN,the music,1,NA
989,DEP:the-DT P:Dome-NP,the Dome,1,NA
990,NMOD:the-DT NMOD:Rave-NP,the Rave,1,NA
991,NMOD:the-DT SBJ:scene-NN,the scene,1,NA
992,NMOD:the-DT SBJ:remit-NN,the remit,1,NA
993,DEP:the-DT VMOD:Moray-NP,the Moray,1,NA
994,NMOD:the-DT SBJ:group-NN,the group,1,NA
995,NMOD:People-NP NMOD:'s-POS,People 's,1,NA
996,P:People-NP NMOD:'s-POS,People 's,1,NA
997,PMOD:people-NNS P:Depression-NP,people Depression,1,NA
998,NMOD:the-DT NMOD:new-JJR,the new,1,NA
999,VMOD:the-DT VMOD:Cat-NP,the Cat,1,NA
1000,NMOD:the-DT NMOD:direct-JJ,the direct,1,NA
1001,NMOD:the-DT NMOD:Internet-NN,the Internet,1,NA
1002,NMOD:the-DT SBJ:prosecution-NN,the prosecution,1,NA
1003,NMOD:the-DT SBJ:time-NN,the time,1,NA
1004,NMOD:the-DT NMOD:threshold-NN,the threshold,1,NA
1005,NMOD:the-DT SBJ:competition-NN,the competition,1,NA
1006,SBJ:people-NNS OBJ:would-MD,people would,1,NA
1007,NMOD:the-DT SBJ:nature-NN,the nature,1,NA
1008,SBJ:people-NNS COORD:complain-VVD,people complain,1,NA
1009,NMOD:the-DT NMOD:anti-trust-NN,the anti-trust,2,NA
1010,NMOD:no-DT SBJ:company-NN,no company,1,NA
1011,CC:and-CC NMOD:product-NNS,and product,1,NA
1012,NMOD:the-DT NMOD:HTML-NP,the HTML,1,NA
1013,NMOD:the-DT NMOD:addon-NN,the addon,1,NA
1014,SBJ:people-NNS ROOT:hate-VVP,people hate,1,NA
1015,ROOT:people-NNS SBJ:I-PP,people I,1,NA
1016,NMOD:no-DT SBJ:zone-NNS,no zone,1,NA
1017,NMOD:the-DT SBJ:awnser-NN,the awnser,1,NA
1018,NMOD:the-DT NMOD:big-JJ,the big,1,NA
1019,PMOD:people-NNS NMOD:make-VVD,people make,1,NA
1020,PMOD:people-NNS VC:work-VVG,people work,1,NA
1021,DEP:the-DT VMOD:KDE-NP,the KDE,1,NA
1022,NMOD:the-DT SBJ:developer-NNS,the developer,1,NA
1023,ADV:no-RB ROOT:tab-VVD,no tab,1,NA
1024,NMOD:no-DT NMOD:extension-NNS,no extension,1,NA
1025,NMOD:no-DT SBJ:theme-NNS,no theme,1,NA
1026,NMOD:no-DT NMOD:Security-NP,no Security,1,NA
1027,PMOD:people-NNS NMOD:use-VVG,people use,1,NA
1028,SBJ:people-NNS VC:hear-VVN,people hear,1,NA
1029,PMOD:people-NNS NMOD:want-VVP,people want,1,NA
1030,NMOD:the-DT SBJ:product-NN,the product,1,NA
1031,NMOD:the-DT SBJ:comfort-NN,the comfort,1,NA
1032,SBJ:people-NNS COORD:please-VV,people please,1,NA
1033,OBJ:people-NNS VC:enhance-VV,people enhance,1,NA
1034,DEP:the-DT P:School-NP,the School,1,NA
1035,NMOD:the-DT ROOT:beginning-NNS,the beginning,1,NA
1036,NMOD:the-DT NMOD:racist-NN,the racist,1,NA
1037,NMOD:the-DT SBJ:conceptualisation-NN,the conceptualisation,1,NA
1038,NMOD:the-DT SBJ:essay-NN,the essay,3,NA
1039,NMOD:the-DT SBJ:aspect-NN,the aspect,1,NA
1040,NMOD:the-DT SBJ:appendice-NNS,the appendice,1,NA
1041,NMOD:the-DT NMOD:make-VVG,the make,1,NA
1042,ROOT:people-NNS P:.-SENT,people .,1,NA
1043,ROOT:the-DT ROOT:National-NP,the National,1,NA
1044,ROOT:the-DT ROOT:Associated-NP,the Associated,1,NA
1045,NMOD:the-DT NMOD:University-NP,the University,1,NA
1046,NMOD:the-DT NMOD:perfect-JJ,the perfect,1,NA
1047,PMOD:people-NNS NMOD:could-MD,people could,1,NA
1048,CC:and-CC NMOD:whole-JJ,and whole,1,NA
1049,NMOD:the-DT NMOD:friendly-JJ,the friendly,1,NA
1050,OBJ:people-NNS OBJ:concern-NNS,people concern,1,NA
1051,SBJ:the-DT ADV:Turks-NPS,the Turks,1,NA
1052,DEP:the-DT SBJ:Nazis-NPS,the Nazis,1,NA
1053,CC:and-CC NMOD:Iranian-JJ,and Iranian,1,NA
1054,NMOD:no-DT NMOD:fresh-JJ,no fresh,1,NA
1055,PMOD:people-NNS VMOD:simply-RB,people simply,1,NA
1056,NMOD:the-DT SBJ:response-NNS,the response,1,NA
1057,NMOD:the-DT SBJ:consultation-NN,the consultation,1,NA
1058,NMOD:the-DT NMOD:government-NN,the government,1,NA
1059,VMOD:the-DT SBJ:Department-NP,the Department,1,NA
1060,NMOD:the-DT SBJ:member-NNS,the member,1,NA
1061,NMOD:the-DT SBJ:link-NNS,the link,1,NA
1062,NMOD:the-DT SBJ:comparison-NN,the comparison,1,NA
1063,SBJ:no-DT ROOT:remain-VVZ,no remain,1,NA
1064,NMOD:the-DT SBJ:line-NN,the line,1,NA
1065,NMOD:the-DT SBJ:popularity-NN,the popularity,1,NA
1066,NMOD:the-DT NMOD:long-JJ,the long,1,NA
1067,IOBJ:people-NNS NMOD:initial-JJ,people initial,1,NA
1068,SBJ:people-NNS OBJ:use-VV,people use,1,NA
1069,DEP:people-NNS COORD:region-NNS,people region,1,NA
1070,PMOD:people-NNS NMOD:regional-JJ,people regional,1,NA
1071,NMOD:the-DT COORD:facilitator-NN,the facilitator,1,NA
1072,NMOD:the-DT NMOD:ďż˝distanced-JJ,the ďż˝distanced,1,NA
1073,NMOD:the-DT NMOD:micro-dynamics-NN,the micro-dynamics,1,NA
1074,NMOD:the-DT NMOD:viability-NN,the viability,1,NA
1075,NMOD:the-DT COORD:role-NN,the role,2,NA
1076,NMOD:the-DT ADV:relationship-NN,the relationship,1,NA
1077,DEP:the-DT DEP:Andalusian-NP,the Andalusian,1,NA
1078,NMOD:the-DT ROOT:link-NN,the link,1,NA
1079,DEP:the-DT DEP:Social-NP,the Social,1,NA
1080,NMOD:the-DT NMOD:case-NN,the case,4,NA
1081,ROOT:of-IN NMOD:Farm-NP,of Farm,1,NA
1082,NMOD:the-DT COORD:ict-NN,the ict,1,NA
1083,NMOD:the-DT COORD:geography-NN,the geography,1,NA
1084,NMOD:the-DT ROOT:analysis-NN,the analysis,1,NA
1085,NMOD:the-DT COORD:future-NN,the future,1,NA
1086,NMOD:the-DT OBJ:case-NN,the case,1,NA
1087,SBJ:of-NNS NMOD:r&d-based-JJ,of r&d-based,1,NA
1088,NMOD:of-NNS NMOD:European-JJ,of European,1,NA
1089,NMOD:the-DT DEP:effects-NN,the effects,1,NA
1090,NMOD:the-DT NMOD:regional-JJ,the regional,2,NA
1091,DEP:the-DT DEP:Industrial-NP,the Industrial,1,NA
1092,NMOD:the-DT ADV:case-NN,the case,1,NA
1093,NMOD:the-DT ROOT:German-JJ,the German,1,NA
1094,NMOD:the-DT PMOD:evidence-NN,the evidence,1,NA
1095,ROOT:and-CC ROOT:Growth-NP,and Growth,1,NA
1096,ROOT:of-IN ROOT:Accession-NP,of Accession,1,NA
1097,NMOD:the-DT ROOT:measure-NN,the measure,1,NA
1098,ROOT:the-DT DEP:Regional-NP,the Regional,1,NA
1099,NMOD:the-DT COORD:case-NN,the case,1,NA
1100,NMOD:the-DT ADV:role-NN,the role,1,NA
1101,NMOD:the-DT NMOD:path-NN,the path,1,NA
1102,NMOD:the-DT NMOD:evolution-NN,the evolution,1,NA
1103,NMOD:the-DT ROOT:pitfall-NNS,the pitfall,1,NA
1104,DEP:the-DT ROOT:Role-NP,the Role,1,NA
1105,PMOD:people-NNS PMOD:era-NN,people era,1,NA
1106,ROOT:the-DT ROOT:Regional-NP,the Regional,1,NA
1107,NMOD:the-DT SBJ:Mexican-JJ,the Mexican,3,NA
1108,DEP:the-DT ROOT:Royal-NP,the Royal,1,NA
1109,NMOD:the-DT NMOD:poor-JJ,the poor,1,NA
